00100008 start
0038B660 CB3OfflineBurningLapLogic::StartReplay(void)
0038B6E0 CB3OfflineBurningLapLogic::HasStageFinished(void)
0038B920 CB3OfflineBurningLapLogic::Update(void)
0038C220 CB3OfflineLapEliminatorLogic::Update(void)
0038C340 CB3OfflineRoadRageLogic::GetHUDType(void)
0038C390 CB3OfflineRoadRageLogic::GetScoreModeFlags(void)
0038C760 CB3OfflineRoadRageLogic::OnWorldPrepared(void)
0038CA20 CB3OfflineRoadRageLogic::OnRaceCarCollision(ERaceCarCollisionType,CB3RaceCarPhysics *,CB3RaceCarPhysics *,float)
0038F160 CB3OnlineRoadRageRaceLogic::OnTakedown(CB3RaceCar *,CB3RaceCar *)
0038F250 CB3OnlineRoadRageRaceLogic::OnWorldPrepared(void)
0038FBA0 CB3OnlineRoadRageRaceLogic::Update(void)
00390280 CB3OnlineRoadRageRaceLogic::Prepare(void)
00391810 CB3OnlineStageLogic::UpdateRacing(void)
00392640 CB3OnlineStageLogic::Prepare(void)
00393830 CB3OfflineSingleCrashLogic::HasStageFinished(void)
00393840 CB3OfflineSingleCrashLogic::OnNonFatalCollision(CB3RaceCarPhysics *,CB3TrafficVehicle *)
00393910 CB3OfflineSingleCrashLogic::StartReplay(void)
00393CB0 CB3OfflineSingleCrashLogic::Update((void))
00394510 CB3OfflineSingleCrashLogic::Prepare(void)
003945F0 CB3HUDLapTimer::PrepareMedalObjects(void)
003949D0 CB3HUDLapTimer::Update(float)
00394BE0 CB3HUDLapTimer::Prepare(int,EHUDAlign,int,bool,bool)
00394FA0 CB3TakedownCameraManager::Update(void)
00395680 CB3OfflineStageLogic::UpdateCameras(void)
00395800 CB3OfflineStageLogic::Update(void)
003958F0 CB3OfflineStageLogic::StartReplay(void)
00395A10 CB3OfflineStageLogic::Prepare(void)
00395C90 CB3StageLogic::AssignStartPositionIndex(int)
00395CE0 CB3StageLogic::OnWorldPrepared(void)
00396330 CB3StageLogic::DamageRaceCar(CB3RaceCar *,CB3RaceCar *,EB3DamageType)
0039F800 CB3OnlineGameOptionsPage::UpdateScroll(void)
003A0660 CB3OnlineGameOptionsPage::Update(void)
003A0E10 CB3CrashPickup::Draw(void)
003A1380 CB3CrashPickup::Update(float)
003A1B70 CB3CrashRamp::Draw(CGtTexture *)
003A2450 CB3TrackDataStruct::Fixup(uint)
003A2530 CB3HUDTakedowns::PrepareTakedownsObjects(void)
003A2880 CB3HUDTakedowns::Update(float)
003A2960 CB3HUDTakedowns::Prepare(int,EHUDAlign,int,bool,bool)
003A3500 CB3RoundedPanel2dObject::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,uint)
003B3250 CB3Globe2dObject::Render(CGt2dObject::CGt2dObjectSpace *const,void const *)
003B5910 CB3Globe2dObject::Prepare(void)
003B8C50 CB3MenuStringBuffer::AllocUTF16String(int)
003BAA10 CB3Challenge::OnChallengeRestart(void)
003BAAF0 CB3Challenge::OnEndOfChallenge(void)
003BABD0 CB3Challenge::Update(void)
003BABF0 CB3Challenge::Destruct(void)
003BAC00 CB3Challenge::Prepare(void)
003BAC10 CB3Challenge::Construct(void)
003BAE80 CB3ChampionshipChallenge::OnChallengeRestart(void)
003BB010 CB3ChampionshipChallenge::OnEndOfChallenge(void)
003BB350 CB3ChampionshipChallenge::Prepare(void)
003BB470 CB3ChampionshipChallenge::Construct(void)
003BB500 CB3SingleChallenge::Prepare(void)
003BB510 CB3SingleChallenge::Construct(void)
003BC6D0 CB3HOptionsSelectComponent::SetEnabledState(int,uint)
003BC8B0 CB3HOptionsSelectComponent::SetYesNoOption(int,bool)
003BC920 CB3VOptionsSelectComponent::SetOptionText(int,uint)
003BDAD0 CB3HOptionsSelectComponent::PreparePanel(int,uint,float)
003BE610 CB3HSelectComponent::Prepare(bool,float,float,float,float,CB3MenuComponentSelectionData *const,CB3VSelectComponentEntryData *)
003BE910 CB3VOptionsSelectComponent::Prepare(CB3MenuComponentSelectionData const *,CB3VOptionsSelectComponentEntryData *)
003C2710 CB3HUDTimer::PrepareTimerObject(void)
003C29B0 CB3HUDTimer::Update(float)
003C2A60 CB3HUDTimer::Prepare(int,EHUDAlign,int)
003C3270 CB3TurnBasedCrashChallenge::Prepare(void)
003C3300 CB3TurnBasedCrashChallenge::Construct(void)
003C38E0 CB3StreamManager::Construct(void)
003C9580 CB3OnePlayerModeSelectState::SetupGameModeSelect(void)
003C96B0 CB3OnePlayerModeSelectState::Action(EGtStateAction,void *,void *,void *)
003C9A60 CB3OnePlayerModeSelectPage::Update(void)
003C9C40 CB3OnePlayerModeSelectPage::Prepare(void)
003C9D80 CB3OnePlayerModeSelectPage::Construct(void)
003CA660 CB3ControllerRemovedComponent::CreateText(uchar,signed char)
003CA940 CB3ControllerRemovedComponent::ReleaseComponents(void)
003CAA20 CB3ControllerRemovedComponent::Update(float)
003CAD90 CB3ControllerRemovedComponent::Prepare(void)
003CADB0 CB3ControllerRemovedComponent::Construct(void)
003CAE20 CB3HUDScoreList::PrepareScoreListObject(void)
003CB3F0 CB3HUDScoreList::Update(float)
003CB400 CB3HUDScoreList::ActualPrepare(void)
003CB770 CB3HUDScoreList::Prepare(EHUDAlign,int)
003CC640 CB3CrashScore::Draw(void)
003CCC80 CB3CrashScore::CrashBreakerVehiclesRemaining(int)
003CD200 CB3CrashScore::AddCrashScore(ECrashModePickupType,int)
003CD4B0 CB3CrashScore::CalcCrashCarsScore(int)
003CD7A0 CB3CrashScore::HandleCrashTrafficCar(CB3TrafficPhysics *,CB3TrafficVehicle *,bool,int)
003CD980 CB3CrashScore::Prepare(void)
003CDB90 CB3HUDBackground2dObject::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV4d,uint)
003CDC90 CB3HUDBackground2dObject::Render(CGt2dObject::CGt2dObjectSpace const &,void const *)
003D1540 CB3Records::Prepare(void)
003D3340 CB3RadialBlur2dObject::Render(CGt2dObject::CGt2dObjectSpace const &,void const *)
003D7500 CB3HUDCrashCombo::Prepare(int,EHUDAlign,int)
003D7A30 CGt2dObjectComboText::Render(CGt2dObject::CGt2dObjectSpace const &,void const *)
003D8220 CPromptBarPanel2dObject::Prepare(GtMathPs2::CGtV2d const *,GtMathPs2::CGtV2d const *,GtMathPs2::CGtV2d const *)
003D85F0 CB3HUDPrimaryMessage::UpdateMessage(float)
003D8C90 CB3HUDEscapeDistance::PrepareEscapeDistanceObject(void)
003D8F30 CB3HUDEscapeDistance::ActualPrepare(void)
003DB250 CB3VehicleDeform::Reset(CB3VehicleEssentialParams *,CB3VehicleParams *)
003DB7C0 CB3VehicleDeform::Impact(CB3VehiclePhysics *,CB3VehicleEssentialParams *,CB3VehicleParams *,ETrafficVehicleCategories,EB3ActiveBodyType,EB3ImpactType,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,float)
003DC3E0 CB3VehicleDeform::Update(void)
003DC510 CB3VehicleDeform::UpdateDamageStates(void)
003DCAA0 CB3VehicleDeform::ImpactBody(void)
003DE560 CB3VehicleDeform::SidewaysDeformation(void)
003E1350 CB3VehicleDeform::UpdateAttachState(void)
003E7E40 CB3MemoryManager::ReleaseBlock(EB3MemoryBlock,int)
003E80B0 CB3MemoryManager::AcquireBlock(EB3MemoryBlock,int)
003E8AC0 CB3MemoryManager::ReleaseMemoryLayout(void)
003E8AD0 CB3MemoryManager::AcquireMemoryLayout(EB3MemoryLayout)
003E8B10 CB3MemoryManager::Update(void)
003E8EF0 CB3ManagedMemoryBlock::Update(int)
003E8F10 CB3ManagedMemoryBlock::ReleaseMemoryBlock(int)
003E8F20 CB3ManagedMemoryBlock::GetMemoryBlock(int)
003E9330 CB3HardCodedCrashStageList::GetCrashStageTrackID(ulong)
003E9800 CB3HardCodedCrashStageList::GetCrashStageName(int,bool)
003E9890 CB3HardCodedCrashStageList::GetCrashStageGtID(int)
003E98B0 CB3HardCodedCrashStageList::FindCrashStage(ulong)
003EAE80 CB3HardCodedTrackList::GetTrackString(int,bool)
003EAF00 CB3HardCodedTrackList::FindTrack(ulong)
003EB370 CB3HardCodedVehicleList::GetRaceVehicleSeries(int)
003EB390 CB3HardCodedVehicleList::GetRaceVehicleGtID(int)
003EB3D0 CB3HardCodedVehicleList::FindRaceVehicle(ulong)
003EB460 CB3MyBurnoutProfileLoadState::Action(EGtStateAction,void *,void *,void *)
003EB9E0 CB3MyBurnoutProfileSaveState::Action(EGtStateAction,void *,void *,void *)
003EBD90 CB3MyBurnoutProfileState::Action(EGtStateAction,void *,void *,void *)
003EC250 CB3MyBurnoutProgressState::Action(EGtStateAction,void *,void *,void *)
003EC430 CB3MyBurnoutRecordsState::Action(EGtStateAction,void *,void *,void *)
003EC750 CB3MyBurnoutRewardsState::Action(EGtStateAction,void *,void *,void *)
003EC8B0 CB3MyBurnoutSettingsState::Action(EGtStateAction,void *,void *,void *)
003ECB50 CB3MyBurnoutProfileCreateNewState::Action(EGtStateAction,void *,void *,void *)
003F0740 CB3CarRewardsGaragePage::Update(void)
003F0BE0 CB3MyBurnoutRewardsHeadlinesPage::Update(void)
003F0EA0 CB3MyBurnoutRewardsHeadlinesPage::Prepare(EB3RewardImageType)
003F39E0 CB3MyBurnoutSettingsControllerPage::Prepare(void)
003F60D0 CB3HardCodedTrackRegionList::GetTrackRegionString(EB3TrackRegion,bool)
003F6410 CB3RewardImageComponent::Prepare(EB3RewardPageType,EB3RewardImageType,int)
003F6790 CB3HardCodedTrophyList::GetTrophySpecialCondition(int)
003F6840 CB3HardCodedTrophyList::GetTrophyTrackIndex(int)
003F8F70 CB3SoundRadio::SetCrashNavMode((CB3SoundRadio::EB3RadioCrashNavState))
003FA970 CB3SoundRadio::SetMode(CB3SoundRadio::EB3RadioMode)
003FB030 CB3SoundRadio::Update(void)
003FE3B0 CB3MemCardController::Construct(void)
003FE550 CB3MemCardMasterFSM::Construct(void *,CGtStateOffset const *,CGtTimer *)
00406798 LobbyApiInfoPtr
00407240 LobbyApiUpdate
00409DB8 LobbyApiGetUserInfo
0040FE68 TagFieldSetNumber
00411140 TagFieldGetNumber
0041C278 DirtyDnasInit
0041C868 DirtyElfInit
0041C8D8 DirtyElfParse
0041C9D0 DirtyElfRelocate
0041D800 CB3SoundStaticPassManager::Update(void)
00422270 CB3MemCardSlaveFSM::Construct(void *,CGtStateOffset const *,CGtTimer *)
00425060 CB3MyBurnoutDevelopmentPage::Update(void)
00425600 CB3MyBurnoutDevelopmentPage::Prepare(void)
00425740 CB3MyBurnoutDevelopmentPage::Construct(void)
00425750 CB3MyBurnoutDevelopmentState::Action(EGtStateAction,void *,void *,void *)
00425AE0 CB3DirectionalBlurBase::UpdateCamera(int)
00427030 CB3DirectionalBlur::Render(void)
00427980 CB3ImageReward2dObject::PrepareCarSelect(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV4d,EB3MenuCarClasses,int)
00427BE0 CB3ImageReward2dObject::GetCarTexture(EB3MenuCarClasses,int)
00427CD0 CB3CarViewComponent::Release(void)
00427E50 CB3CarViewComponent::Update(float)
0042B430 CB3CarViewComponent::SetVehicleToView(ulong)
0042B450 CB3CarViewComponent::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,bool)
0042B890 CB3CarViewComponent::Construct(void)
0042BA10 CB3CarouselComponent::GetEntryColour(int)
0042BA80 CB3CarouselComponent::GetEntryCount(void)
0042BAC0 CB3CarouselComponent::IsUnlocked(int)
0042BB20 CB3CarouselComponent::GetEntryCarID(int)
0042BBE0 CB3CarouselComponent::PrepareEntries(void)
0042C090 CB3CarouselComponent::GetCurrentEntry(void)
0042C0A0 CB3CarouselComponent::GetCurrentClass(void)
0042C190 CB3CarouselComponent::ScrollRight(void)
0042C2C0 CB3CarouselComponent::ScrollLeft(void)
0042C440 CB3CarouselComponent::ScrollDown(void)
0042C4B0 CB3CarouselComponent::ScrollUp(void)
0042C580 CB3CarouselComponent::CanScrollLeft(void)
0042C5C0 CB3CarouselComponent::CanScrollRight(void)
0042C660 CB3CarouselComponent::CanScrollUp(void)
0042C690 CB3CarouselComponent::CanScrollDown(void)
0042C6C0 CB3CarouselComponent::GetEntryPosition(int)
0042C860 CB3CarouselComponent::Release(void)
0042CA20 CB3CarouselComponent::UpdateScrolling(float)
0042D3C0 CB3CarouselComponent::PrepareCarSelect(EB3MenuCarClasses,int,EB3MenuCarClasses,int)
0042D6D0 CB3CarouselComponent::Prepare(EB3CarouselPageType,EB3RewardImageType,int)
0042DE90 CB3CarouselComponent::GetClassString(EB3MenuCarClasses)
0042DF00 CB3CarouselComponent::PrepareImages(void)
0042E2E0 CB3CarouselComponent::Construct(void)
0042F510 CB3MenuFinishedEvent::EvaluateRewards(signed char *,signed char *,bool)
0042FFE0 CB3MenuFinishedEvent::Prepare(void)
00432400 CB3DriverDetailsEATraxState::Action(EGtStateAction,void *,void *,void *)
004325D0 CB3SingleEventGameOptionsPage::GenerateRandomJunction(void)
004329D0 CB3SingleEventGameOptionsPage::UpdateScroll(void)
00432D30 CB3SingleEventGameOptionsPage::UpdateMenu(void)
00432EC0 CB3SingleEventGameOptionsPage::Update(void)
00432F20 CB3SingleEventGameOptionsPage::Prepare(EB3MenuChoicesOnePlayer)
004369E0 CGtSysConfig::GetAspectRatio(void)
00437190 CB3RefreshRateSelectState::Action(EGtStateAction,void *,void *,void *)
00439220 CB3EATraxDisplay::Render(void)
004392A0 CB3EATraxDisplay::Update(void)
00439400 CB3EATrax2dObject::Prepare(void)
00439570 CB3EATraxDisplay::Construct(void)
00439910 CB3EATrax2dObject::Render(CGt2dObject::CGt2dObjectSpace const &,void const *)
00443AE0 CGtInputDevicePS2LogitechWheel::IsControlJustPressed(int)
00456C40 CB3MyBurnoutBonusState::Action(EGtStateAction,void *,void *,void *)
004571A0 CB3MyBurnoutBonusPage::Prepare(void)
00457460 CB3MyBurnoutBonusPage::Construct(void)
0045D3F0 CB3CreateAccount2MenuPage::Update(void)
0045F990 CB3CreateAccount2MenuPage::Prepare(void)
00460520 CB3VehicleDeform::Render(CB3VehicleEssentialParams *,CB3VehicleParams *)
004614B0 CB3VehicleDeform::Prepare(CB3VehicleEssentialParams *,CB3VehicleParams *)
004617A0 CB3VehicleDeform::Construct(void)
004D4280 __sinit_B3DebugManager
004D42E0 __sinit_B3Game
004D4A60 __sinit_B3World
004D57D0 __sinit_B3HUDManager
004D75A0 __sinit_B3MenuPageManager
004D75D0 __sinit_B3MenuPages
004D7C70 __sinit_B3MenuFlowFSM
004DDF50 CB3FrontEnd::`vtbl'
004DE1C0 CB3OnePlayerStage::`vtbl'
004DE1F0 CB3OnlineStage::`vtbl'
004DE220 CB3TwoPlayerSplitScreenStage::`vtbl'
004DE250 CB3AICar::`vtbl'
004DE2B0 CB3PlayerCar::`vtbl'
004DE2E0 CB3RaceCar::`vtbl'
004DE370 CB3CollidingBody::`vtbl'
004DE390 CB3PlayerCarPhysics::`vtbl'
004DE3E0 CB3VehiclePhysics::`vtbl'
004DE400 CB3AICarPhysics::`vtbl'
004DE4A0 CGtCamera::`vtbl'
004DE550 CB3CarViewerGameMode::`vtbl'
004DEE10 CB3OfflineSingleRaceLogic::`vtbl'
004DF050 CB3OfflineBurningLapLogic::`vtbl'
004DF290 CB3OfflineRoadRageLogic::`vtbl'
004DF7F0 CB3OfflineSingleCrashLogic::`vtbl'
004DFFF0 CB3CrashScore::`vtbl'
004E1C58 rwDMAHYieldFunc
004E2C40 _rwDMAPktPtr
004E2D90 is50Hz
004E2D98 CB3Settings_mgeLanguage
004E2D9C mpcFileServerRoot
004E2DA0 GtComms::CGtCommsToolBase::mpToolBase
004EDC70 gIm3dVertex
004EE4C0 gGame
004F5540 gInputManager
004F6540 gmpFileSystem
004F6580 gAsyncDataLoader
00517270 CB3Player_0
00517E66 gmaPlayerCameras
00518B20 gVehicleList
00519B20 gTrackList
0051AB28 gGameModeFrontEnd
0051AE60 gCarViewerGameMode
0051B180 gOnePlayerStage
0051BF08 gGame_mpCurrentGameMode
0051BF14 gnGamePausedByPlayer
0051BF80 gProfileManager
00522AE0 gWorld
005278C0 gWorld_mTrafficSystem_mpTrafficData
0055DC77 mTrafficSystem_mbIsOnline
0055F3F0 gPhysicsManager
0057BF60 mnNumBodies
006454F0 mapCrashingTraffic
006455F0 gmnNumPlayerCarBodies
006455FC gWorld_mPhysicsManager_mnNumTrafficBodies
00645600 maCollidingPairs
00648600 mnNumCollidingPairs
00648620 gGameData
0064CE10 gStaticTrack
0064D2C0 gCrashScore
0064D7C4 gWorld_mpAIData
0064D7D0 gWorld_mpAIDriversArray
0064D7E0 gWorld_mnAIDriverCount
0064D7E8 gWorld_mnSliceCount
0064D7FC gWorld_mnNumRaceCars
0064D808 gWorld_mapRaceCars
0064D820 mnNumPlayerCars
0064D830 gWorld_maPlayerCars
0064F11A gWorld_maPlayerCars0_mbCrashing
006527D0 gGarageRaceCars
006662D3 gWorld_mbIsReplaying
00666340 gGraphicsManager
0066634C gGraphicsManager_mbMirrorMode
006666F4 gCurrentViewportParams
0066E580 gFileSystem
0067D910 gVehicleRenderer
01D6DD00 gMemoryManager
01D9D680 gEffectsManager
01E32F60 gNetworkManager
01E65919 gNetworkManager_mbIsOnline
01E75AC0 gSoundManager
01E75B1C gSoundVoiceManager
01E779C0 gSoundGameModeManager
01E7AC80 gHUDSoundManager
01E7AD08 gSoundRadio
01E85D80 gEnvironmentManager
01E871F0 gShadowMgr
01E8F0B0 gCarouselComponent
01E90530 gMenuChoices
01E906C0 gMenuPageManager
01E908A4 gCurrentStateAction
01E908B0 gmpCurrentPage
01EA2DF0 gMenuFSM
01EA44F0 gMenuImages
01ECDE70 gMenuFinishedEvent
