00100008 start
0037E8E0 CB3VehicleDeform::Render(CB3VehicleEssentialParams *,CB3VehicleParams *)
0037FA70 CB3VehicleDeform::Reset(CB3VehicleEssentialParams *,CB3VehicleParams *)
0037FFC0 CB3VehicleDeform::Prepare(CB3VehicleEssentialParams *,CB3VehicleParams *)
003802A0 CB3VehicleDeform::Construct(void)
00380310 CB3VehicleDeform::Impact(CB3VehiclePhysics *,CB3VehicleEssentialParams *,CB3VehicleParams *,ETrafficVehicleCategories,EB3ActiveBodyType,EB3ImpactType,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,float)
00380E70 CB3VehicleDeform::Update(void)
00380FA0 CB3VehicleDeform::ImpactBody(void)
00382A70 CB3VehicleDeform::SidewaysDeformation(void)
00385CE0 CB3VehicleDeform::UpdateDamageStates(void)
00385EF0 CB3VehicleDeform::UpdateAttachState(void)
0038C930 CB3MemoryManager::AcquireBlock(EB3MemoryBlock,int)
0038D270 CB3MemoryManager::ReleaseMemoryLayout(void)
0038D280 CB3MemoryManager::AcquireMemoryLayout(EB3MemoryLayout)
0038D610 CB3ManagedMemoryBlock::GetMemoryBlock(int)
0038D670 CB3HardCodedCrashStageList::GetCrashStageTrackID(ulong)
0038DA70 CB3HardCodedCrashStageList::GetCrashStageName(int,bool)
0038DAF0 CB3HardCodedCrashStageList::GetCrashStageGtID(int)
0038DB10 CB3HardCodedCrashStageList::FindCrashStage(ulong)
0038E770 CB3HardCodedTrackList::GetTrackString(int,bool)
0038E7F0 CB3HardCodedTrackList::FindTrack(ulong)
0038E9B0 CB3HardCodedVehicleList::GetRaceVehicleSeries(int)
0038E9D0 CB3HardCodedVehicleList::GetRaceVehicleGtID(int)
0038EA10 CB3HardCodedVehicleList::FindRaceVehicle(ulong)
0038EA50 CB3MyBurnoutProfileLoadState::Action(EGtStateAction,void *,void *,void *)
0038EEF0 CB3MyBurnoutProfileSaveState::Action(EGtStateAction,void *,void *,void *)
0038F310 CB3MyBurnoutProfileState::Action(EGtStateAction,void *,void *,void *)
0038F700 CB3MyBurnoutProgressState::Action(EGtStateAction,void *,void *,void *)
0038F810 CB3MyBurnoutRecordsState::Action(EGtStateAction,void *,void *,void *)
0038F9B0 CB3MyBurnoutRewardsState::Action(EGtStateAction,void *,void *,void *)
0038FD00 CB3MyBurnoutSettingsControllerState::Action(EGtStateAction,void *,void *,void *)
0038FE10 CB3MyBurnoutSettingsState::Action(EGtStateAction,void *,void *,void *)
00390100 CB3MyBurnoutProfileCreateNewState::Action(EGtStateAction,void *,void *,void *)
00394300 CB3MyBurnoutRewardsHeadlinesPage::Update(void)
003945A0 CB3MyBurnoutRewardsHeadlinesPage::Prepare(EB3RewardImageType)
00396C30 CB3MyBurnoutSettingsControllerPage::Prepare(void)
00399810 CB3HardCodedTrackRegionList::GetTrackRegionString(EB3TrackRegion,bool)
0039A5C0 CB3RewardImageComponent::Prepare(EB3RewardPageType,EB3RewardImageType,int)
0039A990 CB3HardCodedTrophyList::GetTrophySpecialCondition(int)
0039AA40 CB3HardCodedTrophyList::GetTrophyTrackIndex(int)
0039C1F0 CB3SoundRadio::SetCrashNavMode((CB3SoundRadio::EB3RadioCrashNavState))
0039C200 CB3SoundRadio::SetMode(CB3SoundRadio::EB3RadioMode)
0039D770 CB3MemCardController::Construct(void)
0039D8E0 CB3MemCardMasterFSM::Construct(void *,CGtStateOffset const *,CGtTimer *)
003A4068 LobbyApiInfoPtr
003A4968 LobbyApiUpdate
003A7410 LobbyApiGetUserInfo
003AAAF0 TagFieldSetNumber
003ABD48 TagFieldGetNumber
003B5D20 DirtyDnasInit
003B6310 DirtyElfInit
003B6A20 CB3SoundStaticPassManager::Update(void)
003B9FB0 CB3MemCardSlaveFSM::Construct(void *,CGtStateOffset const *,CGtTimer *)
003BB520 CB3MyBurnoutDevelopmentPage::Update(void)
003BB6B0 CB3MyBurnoutDevelopmentPage::Prepare(void)
003BB7C0 CB3MyBurnoutDevelopmentPage::Construct(void)
003BB7D0 CB3MyBurnoutDevelopmentState::Action(EGtStateAction,void *,void *,void *)
003BBA50 CB3DirectionalBlurBase::UpdateCamera(int)
003BDA90 CB3ImageReward2dObject::PrepareCarSelect(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV4d,EB3MenuCarClasses,int)
003BE4F0 CB3ImageReward2dObject::GetCarTexture(EB3MenuCarClasses,int)
003BE720 CB3CarViewComponent::Release(void)
003BE8D0 CB3CarViewComponent::Update(float)
003C01C0 CB3CarViewComponent::SetVehicleToView(ulong)
003C01D0 CB3CarViewComponent::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &)
003C09A0 CB3CarViewComponent::Construct(void)
003C0A30 CB3CarouselComponent::GetEntryCount(void)
003C0A70 CB3CarouselComponent::IsUnlocked(int)
003C0AC0 CB3CarouselComponent::GetEntryCarID(int)
003C0B60 CB3CarouselComponent::PrepareEntries(void)
003C0F10 CB3CarouselComponent::GetCurrentEntry(void)
003C0F20 CB3CarouselComponent::ScrollRight(void)
003C1030 CB3CarouselComponent::ScrollLeft(void)
003C1140 CB3CarouselComponent::ScrollDown(void)
003C11B0 CB3CarouselComponent::ScrollUp(void)
003C1220 CB3CarouselComponent::CanScrollRight(void)
003C1250 CB3CarouselComponent::CanScrollLeft(void)
003C1280 CB3CarouselComponent::CanScrollDown(void)
003C12A0 CB3CarouselComponent::CanScrollUp(void)
003C12D0 CB3CarouselComponent::GetEntryColour(int)
003C13C0 CB3CarouselComponent::GetEntryPosition(int)
003C1550 CB3CarouselComponent::Release(void)
003C1690 CB3CarouselComponent::UpdateScrolling(float)
003C1930 CB3CarouselComponent::Prepare(EB3CarouselPageType,EB3RewardImageType,int)
003C1C50 CB3CarouselComponent::GetClassString(EB3MenuCarClasses)
003C1CC0 CB3CarouselComponent::PrepareImages(void)
003C1F00 CB3CarouselComponent::Construct(void)
003C27B0 CB3MenuFinishedEvent::EvaluateRewards(signed char *,signed char *,bool)
003C2E00 CB3MenuFinishedEvent::Prepare(void)
003C4250 CB3SingleEventGameOptionsPage::GenerateRandomJunction(void)
003C4840 CB3SingleEventGameOptionsPage::UpdateScroll(void)
003C4F40 CB3SingleEventGameOptionsPage::UpdateMenu(void)
003C5300 CB3SingleEventGameOptionsPage::Update(void)
003C5360 CB3SingleEventGameOptionsPage::Prepare(EB3MenuChoicesOnePlayer)
003C5F60 CB3MultiplayerGameOptionsPage::UpdateScroll(void)
0042B400 __sinit_B3DebugManager
0042B460 __sinit_B3Game
0042BB60 __sinit_B3World
0042C820 __sinit_B3HUDManager
0042DF70 __sinit_B3MenuPageManager
0042DFA0 __sinit_B3MenuPages
0042E600 __sinit_B3MenuFlowFSM
0042F2C0 __sinit_B3MessageBoxComponent
00432950 CB3AICar::`vtbl'
004329B0 CB3PlayerCar::`vtbl'
004329E0 CB3RaceCar::`vtbl'
00432BA0 CGtCamera::`vtbl'
00433940 CB3OfflineBurningLapLogic::`vtbl'
004348E0 CB3CrashScore::`vtbl'
00434B28 CB3MyBurnoutRewardsState::`vtbl'
00434EC0 CB3MyBurnoutDevelopmentState::vt(void)
004368A8 _rwDMAPktPtr
004369FC GtComms::CGtCommsToolBase::mpToolBase
00443C40 gGame
00473980 gWorld
0059A5B0 gStaticTrack
0059AA98 gCrashScore
0059FEA0 gGarageRaceCars
01CD0680 gMemoryManager
01DD5320 gEnvironmentManager
